temperature,humidity,date,water_level
25.176207948313035,60.1994316973281,2021-01-01 00:00:00,6.939406058297004
20.511890874557434,79.63113487133606,2021-01-01 01:00:00,8.245263249408167
23.826676370513546,76.98222768857242,2021-01-01 02:00:00,5.593050868260919
23.306408993110427,75.12498961524607,2021-01-01 03:00:00,9.34374207306948
27.02281146301483,59.02025702299441,2021-01-01 04:00:00,6.939243798110702
29.528279147914542,78.25434524088882,2021-01-01 05:00:00,7.47365152815111
23.779873118207828,63.94911768286972,2021-01-01 06:00:00,9.746979835443423
25.849988760922642,70.03197087223406,2021-01-01 07:00:00,8.28888547763407
22.616895012254176,75.97988184165499,2021-01-01 08:00:00,9.995619750819444
24.321375082726618,72.53643042218113,2021-01-01 09:00:00,9.635655622345109
27.731235039266476,66.66626952868984,2021-01-01 10:00:00,7.093599560785224
26.99211568809853,75.21827881597399,2021-01-01 11:00:00,9.548428400521328
28.52536183700479,55.91994470651085,2021-01-01 12:00:00,8.16233616419169
28.051467938207868,52.99838298688259,2021-01-01 13:00:00,7.77443021487365
21.879494682388845,63.158012390492985,2021-01-01 14:00:00,8.360643083816447
26.481346842184387,79.61965487760837,2021-01-01 15:00:00,5.026385624493045
27.044354293887597,76.29495758665487,2021-01-01 16:00:00,7.735579138448534
27.80471197666115,68.06834527472488,2021-01-01 17:00:00,5.058318438011892
28.41333836876172,54.33593974106869,2021-01-01 18:00:00,8.3189282784832
21.58748464208973,55.2882530677609,2021-01-01 19:00:00,7.167169545156092
25.163382500254123,57.98444582427496,2021-01-01 20:00:00,6.12794143962026
29.45811503400517,62.408098846745816,2021-01-01 21:00:00,6.536970487938484
28.24058238647673,56.415956104573574,2021-01-01 22:00:00,7.800462928819436
29.297708637452303,53.327802594852265,2021-01-01 23:00:00,6.243693315505371
24.038402438540054,54.91344998639481,2021-01-02 00:00:00,7.321924045625682
23.983307058155724,65.5147381108456,2021-01-02 01:00:00,6.254083712893634
20.441599559287642,69.5033862116781,2021-01-02 02:00:00,8.787109675060005
23.903888409884253,69.97417054408163,2021-01-02 03:00:00,8.080549442927236
25.318954991013232,73.05843336306985,2021-01-02 04:00:00,8.785783928704682
20.62303892001766,64.28828405588418,2021-01-02 05:00:00,6.346568717127132
22.506351986486752,72.11087726048207,2021-01-02 06:00:00,9.929324740906944
23.97979104103939,55.1204684476037,2021-01-02 07:00:00,5.9012353442570245
28.29501001167555,77.7929438402884,2021-01-02 08:00:00,8.243924295681389
21.91199399455806,68.5476421530076,2021-01-02 09:00:00,8.194976735997955
23.96377000786926,63.07903766807739,2021-01-02 10:00:00,6.829969702847558
23.78841716584075,76.13745078146292,2021-01-02 11:00:00,9.757669637525876
23.428108756040558,52.96367832733988,2021-01-02 12:00:00,9.41462216768799
27.834182302121672,67.04778210172388,2021-01-02 13:00:00,9.304556622166713
20.25453201733587,78.5855636746478,2021-01-02 14:00:00,7.29408213048572
21.713374370774684,63.24795085126687,2021-01-02 15:00:00,6.018277036210803
29.733185493906493,74.47359522913413,2021-01-02 16:00:00,9.441131592073488
29.5767699273519,79.48756971123717,2021-01-02 17:00:00,6.615575704202668
20.97518998553436,58.638775511649236,2021-01-02 18:00:00,8.246348643545371
24.319406602014205,51.57697669734113,2021-01-02 19:00:00,9.822085905882231
27.395036215936504,50.993580642683966,2021-01-02 20:00:00,9.333969475031987
23.164821411200215,52.12312168431839,2021-01-02 21:00:00,6.094368643681238
22.71195374340741,55.866814563473284,2021-01-02 22:00:00,5.518822646560127
27.67341223510159,53.18053715234353,2021-01-02 23:00:00,8.395526563905426
22.16487271460633,56.69573164332785,2021-01-03 00:00:00,6.699635027871821
20.06069958266618,70.19228128285063,2021-01-03 01:00:00,8.288816473855993
20.839548795855492,50.696912201715854,2021-01-03 02:00:00,7.244225049264023
24.78570316876729,54.24194141925758,2021-01-03 03:00:00,9.682018983771687
25.44075474569401,68.16773505924337,2021-01-03 04:00:00,9.315194263030468
25.760957117182894,60.4531015783661,2021-01-03 05:00:00,8.673068205164405
26.624488134349136,66.5449630926066,2021-01-03 06:00:00,9.900898677996231
28.902485859711216,54.087358872631256,2021-01-03 07:00:00,7.875913367747414
24.072327731848336,69.08143310874047,2021-01-03 08:00:00,6.527863639295474
21.281636927330965,55.84545714710343,2021-01-03 09:00:00,6.8690368861376045
24.78168618177802,67.24922185633086,2021-01-03 10:00:00,6.463323500148885
29.81191975013226,73.67707526392184,2021-01-03 11:00:00,8.707831388324168
28.946347397616634,69.83611384879613,2021-01-03 12:00:00,6.446849774851689
21.929245852917465,72.57009689665642,2021-01-03 13:00:00,9.433534349996128
21.090089200852866,61.46924616284208,2021-01-03 14:00:00,8.509723442427712
27.588745713440996,67.85741136646799,2021-01-03 15:00:00,6.49189845028782
29.93895146880522,52.56913017397419,2021-01-03 16:00:00,5.929283517990649
29.316099108898985,62.49621040059736,2021-01-03 17:00:00,6.103833974262068
23.458686109541787,74.50891499992018,2021-01-03 18:00:00,7.290114681242885
26.41348592736215,51.77199123299661,2021-01-03 19:00:00,9.672397042252015
